,1 2 1082040961
1322,263 191 10829619
1323,12 101 108296202
1324,204 48 108296211
1325,204 51 108296215
1326,204 266 10829621
1327,12 175 108296223
1328,204 48 108296226
1329,204 51 108296244
1330,51 267 108296253
1331,260 51 108296254
1332,204 48 108296257
1333,260 51 108296261
1334,268 149 10829626
1335,267 51 108296268
1336,189 8 1082962975
1337,63 127 108296305
1338,51 267 108296318
1339,204 48 108296330
1340,204 221 10829634
1341,127 63 108296351
1342,204 48 108296352
1343,212 6 1082963598
1344,204 48 108296369
1345,204 48 108296374
1346,267 51 108296391
1347,140 6 1082963954
1348,12 175 108296398
1349,103 267 10829639
1350,204 48 108296399
1351,69 254 108296409
1352,212 34 108296427
1353,212 48 108296437
1354,103 267 10829647
1355,176 269 10829648
1356,204 48 108296499
1357,103 166 10829651
1358,19 265 108296519
1359,95 168 108296533
1360,212 254 10829656
1361,212 48 108296588
1362,176 270 10829660
1363,176 267 10829660
1364,212 48 108296621
1365,69 271 108296621
1366,212 48 108296641
1367,69 271 108296642
1368,69 271 108296668
1369,69 271 108296676
1370,272 273 10829668
1371,69 271 108296684
1372,48 256 108296685
1373,69 271 108296692
1374,274 48 108296716
1375,69 271 108296720
1376,274 48 108296746
1377,144 260 10829676
1378,103 265 10829676
1379,212 48 108296771
1380,263 222 10829678
1381,198 256 10829678
1382,103 270 10829679
1383,176 256 10829681
1384,212 48 108296817
1385,263 239 10829682
1386,212 48 108296853
1387,135 105 10829687
1388,263 239 10829689
1389,103 228 10829689
1390,212 48 108296909
1391,103 228 10829691
1392,204 48 108296919
1393,101 271 10829694
1394,101 34 108296963
1395,275 20 108296970
1396,103 228 10829697
1397,276 8 1082969738
1398,20 275 108296977
1399,20 275 108296978
1400,101 34 108296979
1401,263 277 10829699
1402,263 277 10829700
1403,140 6 1082970336
1404,9 135 1082970407
1405,140 278 10829704
1406,9 135 1082970857
1407,34 101 108297097
1408,127 260 10829711
1409,9 135 1082971150
1410,101 68 108297127
1411,260 127 10829713
1412,103 52 108297145
1413,199 279 10829715
1414,199 260 10829717
1415,260 199 10829719
1416,260 127 10829719
1417,41 101 108297229
1418,63 127 108297237
1419,19 52 1082972464
1420,41 280 108297250
1421,271 101 10829726
1422,68 101 108297262
1423,176 101 10829726
1424,260 127 10829727
1425,281 254 10829728
1426,41 280 108297319
1427,41 280 108297324
1428,277 68 108297338
1429,282 34 108297338
1430,176 283 10829734
1431,176 283 10829734
1432,41 280 108297347
1433,176 283 10829735
1434,176 283 10829735
1435,41 280 108297374
1436,176 248 10829739
1437,176 284 10829740
1438,176 166 10829741
1439,220 271 10829741
1440,41 270 108297424
1441,12 101 108297428
1442,220 67 108297430
1443,9 135 1082974309
1444,12 101 108297438
1445,67 256 108297452
1446,12 101 108297457
1447,36 285 108297465
1448,12 101 108297485
1449,220 67 108297496
1450,286 221 10829749
1451,36 285 108297572
1452,36 285 108297576
1453,101 32 108297604
1454,189 132 10829772
1455,220 221 10829774
1456,220 221 10829777
1457,221 3 1082979630
1458,181 180 10829797
1459,181 177 10829797
1460,181 177 10829798
1461,181 260 10829802
1462,260 287 10829808
1463,236 239 10829844
1464,260 181 10829904
1465,51 288 108299770
1466,215 51 108299961
1467,1 255 1083002608
1468,79 166 108300271
1469,79 256 108300283
1470,79 260 108300291
1471,204 68 108300346
1472,289 135 10830034
1473,204 79 108300351
1474,204 276 10830035
1475,204 221 10830035
1476,204 271 10830035
1477,3 221 1083003722
1478,58 199 108300399
1479,44 290 108300499
1480,27 221 108300662
1481,291 292 10830072
1482,69 293 108300730
1483,69 104 108300734
1484,9 260 1083008168
1485,114 124 10830083
1486,199 58 108300968
1487,63 290 108301020
1488,32 291 108301085
1489,36 236 108301102
1490,36 291 108301113
1491,51 294 108301141
1492,36 236 108301336
1493,105 135 10830140
1494,211 228 10830157
1495,291 32 108301609
1496,211 260 10830161
1497,204 68 108301658
1498,204 276 10830166
1499,204 79 108301670
1500,295 296 10830168
1501,204 48 108301708
1502,211 288 10830171
1503,211 284 10830172
1504,204 288 10830172
1505,204 284 10830173
1506,294 51 108301772
1507,263 277 10830178
1508,6 221 1083017914
1509,44 129 108301860
1510,297 191 10830189
1511,70 124 108301915
1512,32 291 108302049
1513,51 294 108302161
1514,53 291 108302184
1515,204 298 10830221
1516,294 51 108302227
1517,9 32 1083023022
1518,9 177 1083023075
1519,220 221 10830235
1520,289 220 10830239
1521,211 265 10830241
1522,221 3 1083025217
1523,221 6 1083025404
1524,221 211 10830259
1525,27 221 108302614
1526,277 34 108302625
1527,263 277 10830265
1528,277 299 10830269
1529,277 299 10830270
1530,300 52 108302713
1531,212 67 108302800
1532,277 50 108302848
1533,204 221 10830293
1534,204 181 10830293
1535,211 221 10830296
1536,140 124 10830298
1537,6 221 1083029893
1538,184 32 108303001
1539,193 233 10830300
1540,32 184 108303004
1541,32 184 108303016
1542,32 184 108303026
1543,301 63 108303031
1544,32 184 108303040
1545,193 149 10830305
1546,289 8 1083030664
1547,9 299 1083030944
1548,140 124 10830309
1549,6 88 1083031058
1550,302 138 10830311
1551,204 68 108303125
1552,288 51 108303221
1553,288 211 10830322
1554,228 211 10830325
1555,260 51 108303251
1556,260 199 10830325
1557,260 79 108303256
1558,260 211 10830326
1559,260 181 10830327
1560,63 301 108303279
1561,303 294 10830332
1562,204 68 108303343
1563,155 3 1083034076
1564,205 304 10830340
1565,155 8 1083034587
1566,277 252 10830351
1567,204 68 108303517
1568,212 211 10830352
1569,204 68 108303553
1570,204 68 108303581
1571,204 68 108303596
1572,288 50 108303604
1573,204 68 108303610
1574,101 32 108303617
1575,204 68 108303646
1576,143 67 108303682
1577,212 228 10830372
1578,212 228 10830374
1579,228 121 10830378
1580,67 164 108303795
1581,67 132 108303804
1582,228 61 108303817
1583,228 304 10830383
1584,305 306 10830384
1585,239 236 10830385
1586,114 124 10830386
1587,51 294 108303898
1588,67 172 108303912
1589,51 288 108303919
1590,277 172 10830393
1591,288 51 108303939
1592,209 299 10830394
1593,67 175 108303985
1594,3 221 1083040089
1595,3 155 1083040542
1596,307 6 1083040579
1597,307 6 1083040656
1598,307 51 108304080
1599,6 299 1083040855
1600,307 6 1083040896
1601,307 6 1083041034
1602,277 51 108304104
1603,307 6 1083041232
1604,277 79 108304125
1605,277 51 108304129
1606,281 308 10830415
1607,307 6 1083041550
1608,277 51 108304160
1609,193 302 10830417
1610,307 6 1083041796
1611,302 193 10830418
1612,307 67 108304206
1613,281 302 10830420
1614,193 302 10830421
1615,307 6 1083042202
1616,60 308 108304228
1617,60 308 108304229
1618,60 308 108304229
1619,60 308 108304229
1620,60 308 108304229
1621,309 175 10830423
1622,310 72 108304255
1623,143 67 108304256
1624,308 60 108304262
1625,212 209 10830426
1626,302 193 10830426
1627,307 67 108304279
1628,189 302 10830429
1629,193 302 10830429
1630,212 34 108304300
1631,277 184 10830430
1632,281 302 10830430
1633,302 193 10830431
1634,189 302 10830431
1635,193 302 10830432
1636,212 34 108304353
1637,277 184 10830436
1638,277 184 10830438
1639,302 193 10830440
1640,277 184 10830441
1641,9 177 1083044324
1642,277 184 10830444
1643,9 299 1083044490
1644,277 184 10830446
1645,121 228 10830447
1646,193 302 10830449
1647,308 60 108304501
1648,36 211 108304513
1649,302 193 10830451
1650,303 212 10830453
1651,36 155 108304539
1652,193 302 10830454
1653,193 311 10830454
1654,36 34 1083045621
1655,194 296 10830456
1656,211 128 10830457
1657,36 211 108304581
1658,296 63 108304610
1659,302 193 10830463
1660,194 312 10830463
1661,281 302 10830464
1662,193 302 10830465
1663,9 8 1083046581
1664,128 51 108304658
1665,194 132 10830466
1666,294 51 108304673
1667,302 193 10830467
1668,128 51 108304685
1669,294 51 108304685
1670,299 209 10830469
1671,9 8 1083046954
1672,299 6 1083046959
1673,248 283 10830469
1674,128 236 10830470
1675,263 308 10830471
1676,281 302 10830471
1677,9 299 1083047269
1678,36 299 108304728
1679,19 302 108304728
1680,128 51 108304735
1681,9 8 1083047431
1682,128 51 108304747
1683,294 51 108304756
1684,67 32 1083047686
1685,103 299 10830477
1686,36 299 108304772
1687,9 299 1083047774
1688,313 228 10830479
1689,263 308 10830479
1690,9 8 1083048049
1691,314 308 10830481
1692,277 191 10830481
1693,212 51 108304820
1694,306 305 10830482
1695,9 299 1083048359
1696,277 191 10830483
1697,9 8 1083048388
1698,9 299 1083048537
1699,212 51 108304857
1700,263 311 10830485
1701,103 299 10830486
1702,277 191 10830487
1703,103 299 10830488
1704,277 191 10830488
1705,9 299 1083048890
1706,193 280 10830490
1707,212 51 108304904
1708,314 254 10830491
1709,281 302 10830492
1710,303 212 10830493
1711,303 298 10830494
1712,263 315 10830494
1713,212 51 108304945
1714,263 316 10830494
1715,260 51 108304950
1716,51 59 1083049532
1717,263 315 10830495
1718,260 79 108304958
1719,103 299 10830495
1720,128 211 10830495
1721,314 308 10830496
1722,314 51 108304966
1723,314 34 108304967
1724,103 299 10830497
1725,286 221 10830497
1726,308 315 10830498
1727,9 315 1083049863
1728,9 316 1083049878
1729,317 315 10830499
1730,318 124 10830499
1731,63 296 108305002
1732,128 51 108305004
1733,9 316 1083050074
1734,286 34 108305013
1735,9 299 1083050144
1736,314 51 108305019
1737,212 51 108305022
1738,317 315 10830502
1739,63 301 108305027
1740,128 236 10830502
1741,260 51 108305031
1742,9 316 1083050322
1743,314 48 108305032
1744,314 34 108305038
1745,318 34 108305038
1746,286 34 108305043
1747,294 51 108305044
1748,204 51 108305045
1749,140 124 10830504
1750,204 68 108305054
1751,204 298 10830505
1752,318 34 108305058
1753,314 48 108305063
1754,314 34 108305065
1755,50 288 108305073
1756,314 34 108305082
1757,286 34 108305105
1758,176 311 10830511
1759,9 8 1083051161
1760,176 306 10830512
1761,176 299 10830512
1762,176 319 10830512
1763,176 300 10830513
1764,144 193 10830513
1765,282 67 108305136
1766,176 315 10830513
1767,176 316 10830513
1768,9 8 1083051420
1769,288 50 108305154
1770,228 121 10830515
1771,318 34 108305155
1772,318 124 10830515
1773,282 34 108305159
1774,212 6 1083051630
1775,297 34 108305165
1776,124 318 10830516
1777,289 212 10830517
1778,297 88 108305179
1779,140 124 10830518
1780,254 308 10830518
1781,9 8 1083051860
1782,83 313 108305191
1783,103 318 10830519
1784,140 124 10830519
1785,9 8 1083052010
1786,34 318 108305210
1787,297 34 108305211
1788,144 288 10830521
1789,214 154 10830521
1790,212 6 1083052166
1791,212 6 1083052351
1792,36 299 108305237
1793,144 88 108305247
1794,308 254 10830524
1795,101 184 10830525
1796,9 8 1083052516
1797,212 6 1083052524
1798,254 308 10830525
1799,211 288 10830525
1800,94 320 108305259
1801,282 214 10830525
1802,211 260 10830526
1803,318 124 10830526
1804,36 211 108305263
1805,212 211 10830526
1806,288 211 10830526
1807,318 34 108305268
1808,211 228 10830526
1809,211 288 10830528
1810,194 88 108305285
1811,212 211 10830529
1812,144 290 10830530
1813,27 194 108305307
1814,194 88 108305309
1815,212 34 108305315
1816,9 32 1083053191
1817,9 8 1083053230
1818,176 233 10830532
1819,124 318 10830533
1820,176 32 108305333
1821,44 99 1083053358
1822,144 48 108305337
1823,144 51 108305360
1824,318 34 108305368
1825,9 8 1083053715
1826,318 34 108305374
1827,318 124 10830537
1828,176 32 108305378
1829,212 34 108305381
1830,228 315 10830538
1831,44 99 1083053934
1832,32 184 108305400
1833,9 316 1083054026
1834,321 144 10830540
1835,144 99 108305409
1836,44 99 1083054129
1837,67 32 1083054297
1838,9 8 1083054350
1839,184 101 10830543
1840,41 184 108305437
1841,67 32 1083054432
1842,67 32 1083054475
1843,193 315 10830544
1844,144 193 10830545
1845,9 8 1083054583
1846,9 299 1083054608
1847,9 260 1083054617
1848,9 132 1083054686
1849,144 99 108305476
1850,144 322 10830548
1851,44 99 1083055071
1852,144 193 10830551
1853,281 323 10830551
1854,99 144 108305515
1855,144 193 10830551
1856,144 99 108305528
1857,95 52 1083055317
1858,52 95 1083055368
1859,103 324 10830555
1860,95 52 1083055578
1861,103 324 10830557
1862,63 155 108305573
1863,176 324 10830557
1864,297 325 10830557
1865,297 325 10830557
1866,144 99 108305580
1867,44 299 108305588
1868,209 299 10830559
1869,297 325 10830559
1870,297 34 108305597
1871,60 308 108305597
1872,103 324 10830559
1873,144 99 108305603
1874,51 324 108305609
1875,155 63 108305612
1876,297 325 10830561
1877,324 51 108305614
1878,78 326 108305616
1879,51 324 108305617
1880,324 51 108305620
1881,63 155 108305621
1882,51 324 108305625
1883,324 51 108305627
1884,297 325 10830563
1885,281 144 10830563
1886,51 324 108305636
1887,144 193 10830563
1888,67 63 1083056419
1889,212 209 10830564
1890,324 51 108305648
1891,144 99 108305651
1892,193 144 10830565
1893,51 324 108305657
1894,297 325 10830565
1895,144 193 10830566
1896,34 324 108305662
1897,323 34 108305664
1898,144 99 108305666
1899,63 67 1083056718
1900,144 193 10830567
1901,297 325 10830567
1902,307 325 10830568
1903,144 99 108305690
1904,212 51 108305690
1905,297 325 10830569
1906,324 51 108305701
1907,27 194 108305704
1908,297 325 10830570
1909,324 34 108305709
1910,144 48 108305711
1911,144 48 108305712
1912,34 324 108305713
1913,319 34 108305716
1914,48 144 108305718
1915,319 325 10830571
1916,34 88 1083057207
1917,212 51 108305721
1918,144 99 108305728
1919,297 325 10830573
1920,52 95 1083057310
1921,319 325 10830573
1922,144 48 108305735
1923,319 34 108305737
1924,204 327 10830574
1925,297 325 10830574
1926,204 68 108305753
1927,204 51 108305754
1928,51 324 108305755
1929,325 319 10830576
1930,324 51 108305771
1931,297 325 10830578
1932,52 328 108305787
1933,281 144 10830578
1934,103 324 10830579
1935,51 324 108305793
1936,324 329 10830579
1937,297 325 10830579
1938,212 51 108305796
1939,329 324 10830579
1940,62 78 1083057988
1941,297 325 10830580
1942,72 291 108305812
1943,324 51 108305819
1944,212 51 108305819
1945,324 329 10830582
1946,9 294 1083058318
1947,329 324 10830583
1948,103 324 10830583
1949,9 97 1083058361
1950,204 68 108305836
1951,9 318 1083058393
1952,128 329 10830584
1953,9 78 1083058474
1954,38 52 1083058505
1955,9 52 1083058560
1956,308 60 108305856
1957,9 330 1083058672
1958,51 52 1083058686
1959,9 86 1083058711
1960,51 331 108305881
1961,38 288 108305882
1962,38 288 108305883
1963,332 333 10830588
1964,324 329 10830588
1965,51 324 108305889
1966,9 61 1083058911
1967,9 262 1083058949
1968,38 288 108305902
1969,12 168 108305902
1970,324 51 108305905
1971,9 288 1083059152
1972,51 324 108305923
1973,9 288 1083059326
1974,12 288 108305936
1975,62 260 108305938
1976,128 324 10830594
1977,12 288 108305944
1978,281 323 10830594
1979,324 51 108305945
1980,9 288 1083059530
1981,313 78 108305956
1982,281 323 10830595
1983,38 288 108305958
1984,12 288 108305959
1985,9 288 1083059600
1986,9 316 1083059623
1987,51 324 108305967
1988,324 51 108305968
1989,303 316 10830597
1990,12 288 108305973
1991,38 288 108305977
1992,9 316 1083059792
1993,51 324 108305980
1994,103 324 10830598
1995,38 288 108305987
1996,12 288 108305987
1997,67 90 1083059898
1998,324 51 108305991
1999,303 316 10830599
2000,9 288 1083059931
2001,38 288 108305994
2002,316 303 10830599
2003,12 288 108305995
2004,334 128 10830599
2005,303 316 10830599
2006,281 323 10830600
2007,38 288 108306004
2008,335 34 108306007
2009,103 324 10830600
2010,51 324 108306008
2011,9 316 1083060080
2012,38 288 108306010
2013,12 288 108306012
2014,38 288 108306014
2015,323 281 10830601
2016,12 288 108306016
2017,9 288 1083060166
2018,38 288 108306017
2019,12 288 108306019
2020,103 324 10830601
2021,38 288 108306020
2022,324 51 108306021
2023,323 281 10830602
2024,38 288 108306024
2025,323 281 10830602
2026,51 324 108306027
2027,12 288 108306027
2028,9 97 1083060292
2029,9 288 1083060329
2030,324 51 108306034
2031,323 281 10830603
2032,12 288 108306037
2033,12 288 108306047
2034,9 282 1083060512
2035,12 288 108306054
2036,324 329 10830605
2037,281 323 10830605
2038,333 319 10830605
2039,9 288 1083060642
2040,323 281 10830606
2041,332 281 10830607
2042,9 316 1083060730
2043,329 324 10830607
2044,9 288 1083060745
2045,323 281 10830607
2046,9 288 1083060781
2047,323 281 10830607
2048,332 281 10830608
2049,281 323 10830609
2050,336 315 10830609
2051,9 288 1083060984
2052,323 281 10830609
2053,323 281 10830610
2054,128 324 10830610
2055,9 288 1083061042
2056,332 281 10830610
2057,9 288 1083061065
2058,9 288 1083061071
2059,9 288 1083061077
2060,281 323 10830611
2061,9 288 1083061140
2062,335 34 108306121
2063,336 333 10830612
2064,335 34 108306124
2065,323 281 10830612
2066,128 324 10830612
2067,308 333 10830612
2068,332 281 10830612
2069,333 308 10830612
2070,9 288 1083061374
2071,332 281 10830613
2072,332 281 10830613
2073,332 281 10830614
2074,323 281 10830614
2075,335 34 108306149
2076,323 281 10830615
2077,281 323 10830615
2078,9 288 1083061557
2079,36 189 108306155
2080,333 329 10830616
2081,323 281 10830616
2082,323 281 10830617
2083,323 333 10830618
2084,335 34 108306181
2085,34 101 108306182
2086,41 97 1083061849
2087,36 75 1083061851
2088,103 324 10830618
2089,329 333 10830618
2090,332 281 10830618
2091,128 221 10830619
2092,103 316 10830619
2093,323 281 10830619
2094,36 211 108306196
2095,41 308 108306197
2096,260 211 10830619
2097,128 324 10830620
2098,335 34 108306203
2099,337 281 10830621
2100,103 324 10830621
